1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0.001
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0.001
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0.001
38,0
39,0
40,0
41,0
42,0
43,0.001
44,0
45,0
46,0
47,0.001
48,0
49,0
50,0
51,0.001
52,0
53,0
54,0
55,0.001
56,0
57,0
58,0.001
59,0
60,0
61,0.001
62,0
63,0
64,0.001
65,0
66,0
67,0.001
68,0
69,0.001
70,0
71,0.001
72,0
73,0.001
74,0
75,0.001
76,0
77,0.001
78,0
79,0.001
80,0.001
81,0
82,0.001
83,0.001
84,0
85,0.001
86,0.001
87,0
88,0.001
89,0.001
90,0.001
91,0
92,0.001
93,0.001
94,0.001
95,0.001
96,0.001
97,0
98,0.001
99,0.001
100,0.001
101,0.001
102,0.001
103,0.001
104,0.001
105,0.001
106,0.001
107,0.002
108,0.001
109,0.001
110,0.001
111,0.001
112,0.001
113,0.001
114,0.001
115,0.001
116,0.001
117,0.001
118,0.002
119,0.001
120,0.001
121,0.002
122,0.001
123,0.001
124,0.002
125,0.001
126,0.001
127,0.002
128,0.002
129,0.001
130,0.002
131,0.001
132,0.002
133,0.001
134,0.002
135,0.002
136,0.002
137,0.001
138,0.002
139,0.002
140,0.001
141,0.002
142,0.002
143,0.002
144,0.002
145,0.002
146,0.001
147,0.002
148,0.002
149,0.002
150,0.002
151,0.002
152,0.002
153,0.003
154,0.002
155,0.002
156,0.002
157,0.002
158,0.002
159,0.003
160,0.002
161,0.002
162,0.003
163,0.002
164,0.003
165,0.002
166,0.003
167,0.002
168,0.003
169,0.002
170,0.003
171,0.002
172,0.003
173,0.003
174,0.003
175,0.002
176,0.003
177,0.003
178,0.003
179,0.003
180,0.003
181,0.003
182,0.003
183,0.003
184,0.003
185,0.003
186,0.003
187,0.003
188,0.003
189,0.003
190,0.003
191,0.003
192,0.004
193,0.003
194,0.004
195,0.003
196,0.004
197,0.004
198,0.004
199,0.003
200,0.004
201,0.004
202,0.003
203,0.004
204,0.004
205,0.004
206,0.004
207,0.004
208,0.004
209,0.004
210,0.004
