1,7e-06
2,3e-06
3,2e-06
4,3e-06
5,3e-06
6,3e-06
7,3e-06
8,4e-06
9,3e-06
10,4e-06
11,4e-06
12,4e-06
13,4e-06
14,4e-06
15,6e-06
16,6e-06
17,7e-06
18,7e-06
19,8e-06
20,8e-06
21,9e-06
22,1e-05
23,1e-05
24,1.1e-05
25,1.1e-05
26,1.3e-05
27,1.4e-05
28,1.4e-05
29,1.4e-05
30,1.6e-05
31,1.8e-05
32,1.9e-05
33,1.9e-05
34,2.7e-05
35,2.7e-05
36,2.9e-05
37,2.5e-05
38,2.7e-05
39,2.8e-05
40,3e-05
41,3.7e-05
42,3.2e-05
43,3.4e-05
44,3.6e-05
45,3.8e-05
46,3.9e-05
47,4.2e-05
48,6.9e-05
49,4.5e-05
50,4.7e-05
51,4.7e-05
52,5.1e-05
53,5.3e-05
54,5.5e-05
55,5.6e-05
56,6e-05
57,6.2e-05
58,6.4e-05
59,6.7e-05
60,6.9e-05
61,7.7e-05
62,7.3e-05
63,0.000117
64,0.000149
65,0.000109
66,8.5e-05
67,8.7e-05
68,9.2e-05
69,9.6e-05
70,9.4e-05
71,9.7e-05
72,0.000101
73,0.000103
74,0.000117
75,0.000121
76,0.000121
77,0.000116
78,0.000119
79,0.000137
80,0.000134
81,0.00013
82,0.000144
83,0.000136
84,0.000139
85,0.000142
86,0.000146
87,0.00016
88,0.000124
89,0.000128
90,0.000131
91,0.000138
92,0.000122
93,0.000129
94,0.000127
95,0.000131
96,0.000134
97,0.000135
98,0.00014
99,0.000147
100,0.000138
101,0.000141
102,0.000144
103,0.000148
104,0.000155
105,0.000154
106,0.000156
107,0.000161
108,0.000165
109,0.000221
110,0.000224
111,0.000186
112,0.000231
113,0.000198
114,0.000195
115,0.000207
116,0.000193
117,0.000195
118,0.000206
119,0.000201
120,0.000205
121,0.000228
122,0.000226
123,0.000208
124,0.000182
125,0.00025
126,0.000241
127,0.000249
128,0.000257
129,0.000222
130,0.000241
131,0.000219
132,0.00024
133,0.000216
134,0.000198
135,0.000201
136,0.00021
137,0.000214
138,0.000202
139,0.000206
140,0.000208
141,0.000211
142,0.000214
143,0.000221
144,0.000221
145,0.000224
146,0.000227
147,0.000231
148,0.000235
149,0.000239
150,0.000246
151,0.000246
152,0.000248
153,0.000251
154,0.000255
155,0.000259
156,0.000263
157,0.000269
158,0.000271
159,0.000276
160,0.000277
161,0.000281
162,0.000285
163,0.000293
164,0.000293
165,0.000297
166,0.000338
167,0.000357
168,0.00031
169,0.000313
170,0.000323
171,0.000322
172,0.000325
173,0.00033
174,0.000333
175,0.000337
176,0.000345
177,0.000345
178,0.00035
179,0.000354
180,0.000358
181,0.000366
182,0.000368
183,0.000415
184,0.000376
185,0.00038
186,0.000385
187,0.000393
188,0.000444
189,0.000399
190,0.000409
191,0.000408
192,0.000413
193,0.000501
194,0.000464
195,0.000427
196,0.000431
197,0.000436
198,0.000446
199,0.000445
200,0.00045
201,0.000455
202,0.00046
203,0.000467
204,0.00047
205,0.000473
206,0.000479
207,0.000484
208,0.000492
209,0.000493
210,0.000499
211,0.000504
212,0.000509
213,0.000518
214,0.00052
215,0.000527
216,0.000531
217,0.000536
218,0.000545
219,0.000546
220,0.000553
221,0.000558
222,0.000565
223,0.000568
224,0.000574
225,0.000579
226,0.000585
227,0.000594
228,0.000597
229,0.000603
230,0.000608
231,0.000616
232,0.000619
233,0.000625
234,0.00063
235,0.000636
236,0.000645
237,0.000649
238,0.000653
239,0.000675
240,0.000669
241,0.000671
242,0.000678
243,0.000683
244,0.000693
245,0.000697
246,0.000703
247,0.000708
248,0.000758
249,0.000722
250,0.000727
